gene,strand,AGR_pos,wt_codon,type,mRNA_CGA,mRNA_CGC,mRNA_CGG,mRNA_CGT,RBS_CGA,RBS_CGC,RBS_CGG,RBS_CGT
rpoE,-1,532,AGG,remaining AGR,0.9963,1.0413,1.0498,1.0099,0.2415,0.0442,0.3037,0.0442
rpoE,-1,568,AGG,remaining AGR,0.9403,0.9955,1.0268,0.9817,0.7661,18.9049,1.0367,5.8668
nadB,1,412,AGA,remaining AGR,0.9867,0.9867,1.0557,1.1008,1.046,0.4836,1.1373,0.5882
nadB,1,1222,AGA,remaining AGR,1.021,1.1323,1.1695,1.1118,1.046,0.7879,0.2215,1.1709
nadB,1,1618,AGA,remaining AGR,1.0143,1.0449,1.0827,1.0099,0.9842,0.1815,1.0258,0.6376
yfiE,-1,544,AGA,remaining AGR,0.9793,0.8884,0.9526,0.9113,0.3341,0.2791,0.1187,0.2228
pssA,1,226,AGG,remaining AGR,1.0404,1.0944,1.0401,1.0762,0.103,0.0859,0.3399,0.089
kgtP,-1,577,AGA,remaining AGR,1.0226,1.0577,1.0028,1.0,1.046,14.8726,0.9741,24.3997
clpB,-1,2113,AGA,remaining AGR,0.9983,1.0572,1.0214,1.0117,0.0806,0.1134,0.5728,0.1513
bamD,1,145,AGA,remaining AGR,1.0587,0.9909,1.0527,1.0248,0.4362,0.8961,7.9288,1.9259
pheA,1,172,AGA,remaining AGR,1.0341,1.0665,1.1067,1.1065,1.1307,0.9202,1.726,0.6413
yfiR,1,427,AGA,remaining AGR,1.2023,1.2023,1.4173,1.2023,1.5684,1.5684,0.4065,1.5339
yfiN,1,46,AGA,remaining AGR,0.9897,0.9897,1.0541,1.0101,1.3129,0.0691,1.6049,0.1398
yfiN,1,910,AGA,remaining AGR,1.0758,1.0548,1.0638,1.0578,0.7033,0.5331,1.6758,0.8549
trmD,-1,655,AGA,remaining AGR,0.9442,0.9664,0.9671,0.9244,0.8746,0.957,7.456,0.6984
trmD,-1,658,AGA,remaining AGR,1.0125,0.9781,1.0314,0.9842,0.7375,0.5883,1.8588,0.5886
trmD,-1,703,AGG,remaining AGR,0.9226,0.9525,1.0,0.9143,20.3464,7.9155,14.7172,17.939
rimM,-1,88,AGA,remaining AGR,1.0127,1.0318,1.1039,1.0081,1.4465,1.4465,1.4465,1.4465
ffh,-1,1318,AGA,remaining AGR,0.9721,0.9684,0.98,0.9352,0.2843,0.2843,0.0229,0.2843
ratB,-1,259,AGG,remaining AGR,0.9064,0.8992,1.041,0.8974,0.479,0.0088,0.0113,0.0023
ypjJ,1,121,AGG,remaining AGR,0.9895,1.0222,1.1632,0.9897,34.2423,34.2423,13.6419,34.2423
ypjJ,1,172,AGG,remaining AGR,0.9412,0.9343,1.0055,0.976,0.1088,0.0421,1.001,0.0497
ypjA,-1,316,AGA,remaining AGR,1.1197,1.2686,1.1197,1.213,1.2005,0.3628,2.6733,1.2005
ypjA,-1,646,AGA,remaining AGR,0.9407,1.1064,0.9603,1.0124,1.0,1.0,1.6055,1.0
ypjA,-1,817,AGG,remaining AGR,0.9465,0.9877,0.9769,1.0156,37.2407,32.3369,20.7458,12.6454
ypjA,-1,1561,AGA,remaining AGR,0.9794,1.1061,1.0061,1.0324,1.0036,0.4688,1.5745,0.439
ypjA,-1,1708,AGG,remaining AGR,0.9704,0.988,0.9783,0.9704,0.1459,0.062,0.8361,0.0845
ypjA,-1,2251,AGG,remaining AGR,1.0015,1.1008,0.9877,1.0523,0.228,0.0015,0.0821,0.0036
ypjA,-1,3166,AGA,remaining AGR,1.0042,0.9824,0.9748,0.9662,1.046,0.2256,1.0246,0.1563
ypjA,-1,4444,AGA,remaining AGR,1.006,0.9396,1.0302,0.9471,1.0,0.3886,0.7985,1.0
ygaQ,1,172,AGA,remaining AGR,0.8392,0.9207,1.1415,0.9164,1.046,0.3226,1.4898,0.2943
ygaQ,1,310,AGG,remaining AGR,1.1855,1.1855,1.2231,1.3412,0.0064,0.0064,0.4653,0.0073
ygaQ,1,322,AGA,remaining AGR,1.0051,0.9242,0.9589,0.9384,1.0,1.0,2.0484,1.0
ygaQ,1,361,AGA,remaining AGR,0.9381,1.0086,1.1245,0.9655,1.0,48.472,1.8364,32.4561
ygaQ,1,691,AGA,remaining AGR,0.9009,0.8829,1.0135,0.8829,1.3072,0.3797,2.1688,0.4721
ygaQ,1,1342,AGA,remaining AGR,1.0,1.0129,1.1381,1.262,0.5011,0.2967,0.6362,0.3246
ygaQ,1,1498,AGA,remaining AGR,0.9671,1.1635,1.0302,1.0811,1.0,48.472,1.8777,48.472
ygaQ,1,1624,AGA,remaining AGR,0.9561,0.8691,0.9281,0.9938,1.046,0.0238,1.8777,0.2933
ygaQ,1,1750,AGG,remaining AGR,1.039,0.9941,1.006,0.9794,0.3022,0.1874,0.7563,0.2051
ygaQ,1,2164,AGA,remaining AGR,0.9726,1.0181,1.0915,0.9796,1.023,0.8369,0.9027,0.5336
lhgO,1,481,AGA,remaining AGR,1.0173,1.0413,1.0434,1.0447,0.6095,0.0921,0.2836,0.1203
gabP,1,562,AGA,remaining AGR,1.0428,1.0428,1.0443,1.0428,0.1653,6.9254,0.4452,6.9254
gabP,1,928,AGG,remaining AGR,0.9917,0.9308,0.9668,0.9252,62.8288,65.721,24.418,68.7463
ygaP,1,487,AGG,remaining AGR,1.0032,1.0796,1.0487,1.0414,1.046,1.046,1.046,1.046
stpA,-1,100,AGG,remaining AGR,1.0172,1.0572,0.9923,0.9415,0.7565,11.2587,0.7985,0.118
stpA,-1,118,AGA,remaining AGR,1.0161,1.0661,1.0018,1.0053,1.0,1.0,1.0,0.6776
alaE,1,133,AGA,remaining AGR,0.9771,0.9545,0.9921,1.0315,29.5488,7.5539,2.8094,20.4136
ygaM,1,172,AGG,remaining AGR,0.9131,0.9211,1.0011,0.9042,0.3361,0.0661,0.7985,0.0906
ygaM,1,253,AGA,remaining AGR,0.9203,0.9532,0.9566,0.9232,0.6143,0.1742,1.7161,0.8047
proV,1,313,AGA,remaining AGR,0.9629,1.0417,1.0884,0.982,1.046,0.1069,4.5663,0.6267
proW,1,514,AGA,remaining AGR,1.0,1.0497,1.0226,1.0,0.1556,0.2531,3.161,0.201
luxS,-1,151,AGA,remaining AGR,0.9494,1.0316,1.0569,0.9368,1.046,0.2756,2.8621,0.2201
gshA,-1,853,AGG,remaining AGR,1.0014,1.0643,1.0919,1.089,0.1398,0.0712,0.16,0.0779
gshA,-1,1357,AGG,remaining AGR,1.0395,0.972,1.0198,0.9819,3.677,3.8991,0.5936,5.7946
norR,-1,196,AGA,remaining AGR,1.0271,1.0244,1.0874,1.0712,0.8169,0.3361,0.8036,0.5233
norR,-1,901,AGG,remaining AGR,1.0231,1.0231,1.0231,1.0231,1.8196,1.9247,0.0677,1.6302
norR,-1,1255,AGA,remaining AGR,1.0,0.9476,1.02,0.9476,0.0358,0.6545,0.1295,1.3074
norV,1,757,AGA,remaining AGR,1.0468,1.0449,1.0324,1.0307,1.046,0.8431,4.1024,0.8431
ascB,1,484,AGA,remaining AGR,0.9317,0.9447,1.0109,0.8961,1.1492,0.3143,4.4486,0.6906
hycH,-1,394,AGG,remaining AGR,0.9554,0.9955,1.005,0.9933,0.053,0.0238,0.2657,0.0758
hypD,1,232,AGA,remaining AGR,0.95,0.9633,0.9895,0.9727,0.1748,0.1748,1.2027,0.1687
ygbA,-1,247,AGA,remaining AGR,1.1018,1.1751,1.1431,1.1204,0.207,0.2369,0.1054,0.2265
mutS,1,55,AGG,remaining AGR,0.897,0.8764,1.0,0.8936,2.2173,1.6494,0.7634,1.7254
ygbI,-1,82,AGA,remaining AGR,1.1213,1.1106,1.1347,1.1106,1.046,0.4578,1.046,0.8418
truD,-1,139,AGA,remaining AGR,1.0199,1.0749,1.0102,1.0115,1.046,0.6682,5.8803,0.699
truD,-1,895,AGA,remaining AGR,1.0392,1.0478,1.0637,1.0441,1.358,1.1343,3.9684,1.3203
cysC,-1,580,AGA,remaining AGR,1.0151,1.0681,1.0505,1.003,0.4109,0.788,1.5516,0.6445
cysC,-1,598,AGA,remaining AGR,0.9703,0.8626,0.9406,0.9554,0.0326,0.0326,1.8777,0.0311
iap,1,673,AGG,remaining AGR,0.9475,1.0405,0.9735,0.9829,0.0825,0.0262,0.4467,0.0344
iap,1,691,AGG,remaining AGR,0.9102,1.0132,0.9412,0.9721,0.7182,0.0499,0.7985,0.0638
iap,1,922,AGA,remaining AGR,0.9483,1.1201,1.1271,1.0291,0.681,0.681,1.6406,0.253
iap,1,964,AGA,remaining AGR,1.0099,1.1464,1.0164,1.0921,0.5041,0.421,0.9465,0.3072
ygbF,-1,52,AGA,remaining AGR,1.0257,1.0314,1.044,1.0669,1.1741,1.1741,1.1741,1.1741
ygbF,-1,229,AGG,remaining AGR,0.924,0.9416,1.0171,0.9195,0.3594,0.1983,0.2049,0.0872
ygbF,-1,259,AGG,remaining AGR,1.0236,1.0983,1.0506,1.0774,1.0542,1.2066,1.3203,1.3203
ygbT,-1,412,AGA,remaining AGR,0.9468,1.0739,1.0156,0.9603,1.046,0.1653,0.4653,0.158
casE,-1,40,AGG,remaining AGR,1.0443,1.0443,1.0443,1.1471,0.5244,0.4203,0.3976,0.2918
casD,-1,85,AGA,remaining AGR,1.0063,1.0785,1.0243,1.0251,1.046,0.8737,3.5402,1.1446
casC,-1,103,AGA,remaining AGR,1.0459,1.3701,1.0527,1.2244,0.8014,0.1157,0.7703,0.39
casC,-1,112,AGA,remaining AGR,1.0,1.0857,1.0109,1.0306,0.4378,0.2324,2.3045,0.192
casC,-1,190,AGA,remaining AGR,0.9398,0.9979,1.1502,0.9418,1.046,0.5663,2.5006,0.6196
casC,-1,493,AGA,remaining AGR,1.0678,1.0851,1.1048,1.1079,1.023,0.435,0.978,0.7665
casB,-1,76,AGA,remaining AGR,1.1113,1.1113,1.1113,1.1113,1.046,57.4172,2.7159,40.9168
casB,-1,124,AGG,remaining AGR,0.9422,1.0115,1.0289,0.9415,16.314,9.0881,9.0881,17.8505
casB,-1,265,AGA,remaining AGR,1.0083,1.0,1.112,1.0574,1.1002,0.7481,0.4888,1.3429
casB,-1,286,AGA,remaining AGR,1.0129,0.9741,0.9951,1.0174,1.0,0.6319,2.1492,0.8737
casB,-1,328,AGA,remaining AGR,1.0203,1.0,1.039,1.0203,1.0,1.4994,877.7753,1.0
casA,-1,91,AGA,remaining AGR,1.0,1.0432,1.0642,1.048,0.8488,0.066,1.9082,0.4066
casA,-1,1003,AGA,remaining AGR,0.9599,1.0574,0.981,0.971,1.046,0.1495,2.7906,0.7224
ygcB,-1,184,AGG,remaining AGR,0.9431,0.9515,1.0431,0.963,0.1604,3.8497,0.1517,4.1405
ygcB,-1,760,AGA,remaining AGR,1.0596,1.0596,1.0596,1.0596,0.5638,0.38,3.8946,0.5446
ygcB,-1,880,AGA,remaining AGR,1.0,1.0493,0.9844,0.9376,0.865,0.3008,2.7161,0.2803
ygcB,-1,1066,AGA,remaining AGR,0.9738,1.0642,1.18,0.9957,1.8035,1.8035,0.1262,1.8035
ygcB,-1,2110,AGA,remaining AGR,1.0569,1.1007,1.0481,1.1327,0.7126,0.5326,2.2573,0.3351
ygcB,-1,2281,AGG,remaining AGR,0.9762,1.0225,1.0,1.0185,0.0031,0.0033,0.4065,0.0023
ygcB,-1,2362,AGG,remaining AGR,1.1639,1.0398,1.1466,1.0492,3.5702,4.9961,0.158,4.9961
ygcB,-1,2641,AGA,remaining AGR,1.0,1.0023,1.0,0.9953,1.046,0.1485,0.4522,0.1426
cysH,-1,709,AGG,remaining AGR,0.9709,0.9908,1.0119,0.9619,0.3555,2.4539,0.331,0.2338
ygcN,1,400,AGA,remaining AGR,1.0111,1.0691,1.0166,0.9862,0.2165,0.0536,1.0,0.2592
ygcN,1,625,AGG,remaining AGR,0.9287,1.0362,1.0272,0.968,0.1031,0.0469,0.2711,0.0925
ygcP,1,292,AGA,remaining AGR,0.9663,0.94,1.053,1.005,0.8649,0.6274,69.0723,0.8959
ygcQ,-1,505,AGA,remaining AGR,1.0539,1.075,1.0483,1.0623,0.821,0.821,0.358,0.821
ygcR,-1,163,AGA,remaining AGR,1.076,1.1005,1.1219,1.0793,0.4421,0.0097,2.3523,0.1074
ygcR,-1,676,AGA,remaining AGR,0.9993,1.0276,1.0214,1.0295,0.9139,0.1322,1.0872,0.1886
yqcE,1,1036,AGA,remaining AGR,0.9325,0.9429,1.0431,0.9298,0.1373,0.1156,0.3439,0.1058
ygcE,1,868,AGG,remaining AGR,0.9806,0.9484,0.9833,0.9591,0.3305,0.184,0.4578,0.1685
ygcG,1,232,AGA,remaining AGR,1.0,1.0486,1.0114,0.9829,1.046,19.9536,119.6694,38.0984
ygcG,1,754,AGA,remaining AGR,0.9758,0.9668,0.9622,0.9335,1.046,0.3909,2.0886,0.3173
ygcG,1,766,AGA,remaining AGR,1.0,1.1008,1.0207,1.0474,1.2524,0.6688,15.0744,1.5525
mazF,-1,256,AGA,remaining AGR,1.0,1.0122,1.1063,1.0122,1.023,0.5581,0.768,0.289
rlmD,-1,529,AGG,remaining AGR,0.9736,0.9736,0.9736,0.9736,0.7846,18.9979,0.3733,18.8436
syd,-1,373,AGG,remaining AGR,0.8754,0.8707,1.0404,0.9798,0.2196,0.1164,0.3451,0.1191
queF,1,634,AGA,remaining AGR,0.9817,1.098,1.2058,1.0067,1.8024,0.3709,1.3397,0.4131
queF,1,832,AGA,remaining AGR,0.9998,0.9839,0.982,0.9696,0.7794,0.4872,1.565,0.6007
fucA,-1,250,AGA,remaining AGR,1.0431,1.0295,1.0535,1.0369,0.6433,0.6376,0.4867,0.7039
fucP,1,64,AGA,remaining AGR,0.9221,0.9016,0.9334,0.8236,0.7174,0.5829,12.4354,0.5594
fucK,1,49,AGG,remaining AGR,0.8696,0.9321,0.9217,0.9022,0.3061,0.0058,0.3072,0.0296
fucK,1,934,AGA,remaining AGR,1.0029,1.01,1.0054,1.0,0.2981,0.2259,0.5719,0.3876
fucR,1,214,AGG,remaining AGR,0.964,1.0194,0.9779,0.9197,29.917,25.5171,1.4796,25.4494
amiC,-1,1243,AGA,remaining AGR,1.0307,1.0334,1.0307,1.0458,0.5091,14.3049,3.4369,25.6787
amiC,-1,1246,AGG,remaining AGR,0.9967,1.0284,1.0063,1.0132,26.6522,11.8555,26.6522,26.6522
argA,1,1129,AGG,remaining AGR,0.9709,1.0264,1.0,0.9802,0.6096,6.0362,0.4912,0.1124
recD,-1,277,AGG,remaining AGR,0.9424,1.015,0.9531,0.9774,1.1446,0.0241,0.7634,0.0152
recD,-1,841,AGA,remaining AGR,1.0142,1.0987,1.0501,1.0669,1.288,1.1223,3.5269,0.74
recD,-1,979,AGG,remaining AGR,0.985,0.985,0.9919,1.1154,0.9202,0.8072,0.8386,0.8115
recC,-1,2323,AGG,remaining AGR,0.9759,0.9624,1.0379,0.9588,0.3237,0.0251,0.4544,0.0661
recC,-1,2788,AGA,remaining AGR,0.9719,0.9818,1.0104,0.9719,1.0,0.7652,1.4788,0.9583
recC,-1,3274,AGG,remaining AGR,0.974,1.0526,1.0067,1.1244,0.0149,0.01,0.299,0.0045
ppdC,-1,130,AGA,remaining AGR,1.0585,1.1117,1.1604,1.0695,1.046,0.5159,4.8062,0.5935
ppdA,-1,208,AGG,remaining AGR,1.0855,1.0855,1.0244,1.0855,0.0167,0.0139,0.1007,0.0102
ptsP,-1,238,AGG,remaining AGR,0.9219,0.8349,0.932,0.8285,0.0139,0.1102,0.0056,0.1102
ptsP,-1,1144,AGG,remaining AGR,0.9954,1.0807,1.0089,1.0178,0.0941,0.0615,0.2566,0.0618
rppH,-1,400,AGA,remaining AGR,1.069,1.1612,1.0977,1.065,0.5326,0.1626,0.6281,0.4989
rppH,-1,436,AGG,remaining AGR,1.0451,1.2729,1.038,1.1843,0.024,0.9366,0.5571,0.9366
tas,1,844,AGA,remaining AGR,0.9894,1.0282,1.0489,0.9743,3.8579,1.8777,4.8696,4.2213
galR,1,706,AGA,remaining AGR,1.0663,1.0412,1.044,0.9762,4.0355,3.6169,12.7436,5.7845
araE,-1,1402,AGA,remaining AGR,1.0,0.9528,0.9458,0.9395,1.348,0.5051,3.071,0.9452
yqeF,-1,199,AGG,remaining AGR,0.9846,1.0184,1.04,0.9352,0.0309,0.0507,0.3809,0.1089
yqeG,1,652,AGA,remaining AGR,0.9486,1.0024,0.9642,0.9486,1.0,1.0,1.0,1.0
yqeH,1,187,AGA,remaining AGR,0.9517,0.9517,1.0025,0.9517,0.0137,0.0137,0.222,0.0137
yqeH,1,406,AGA,remaining AGR,1.0,1.0,1.0,1.0,0.9408,0.5827,1.6406,0.6376
yqeH,1,577,AGA,remaining AGR,0.9081,0.884,0.8865,0.9654,54.7215,31.8871,54.7215,50.2139
yqeI,1,169,AGA,remaining AGR,0.9353,0.9337,0.9353,0.9322,1.2524,0.8316,2.1355,0.4689
yqeI,1,235,AGA,remaining AGR,0.9495,0.9495,1.2475,0.9727,0.2265,0.2265,0.4253,0.2265
yqeI,1,292,AGA,remaining AGR,1.0989,1.0244,1.1325,1.0132,1.0,1.0,1.6407,1.0
yqeI,1,295,AGA,remaining AGR,1.0761,1.007,1.0834,1.1615,1.046,0.1146,0.678,0.2537
yqeJ,1,232,AGA,remaining AGR,1.0599,1.1545,1.0986,1.1971,1.046,0.0638,1.4898,0.0764
yqeJ,1,352,AGA,remaining AGR,1.0928,0.9704,1.0634,1.0275,1.0,1.0,1.0,0.7634
yqeJ,1,457,AGA,remaining AGR,0.9859,1.1731,1.0661,1.0995,1.046,0.5691,2.4902,0.3318
yqeJ,1,478,AGG,remaining AGR,1.0283,1.0441,1.0047,1.0894,0.1555,0.0921,0.4886,0.1007
yqeK,-1,79,AGG,remaining AGR,0.8885,0.8497,0.9758,0.8594,0.0604,0.0392,0.158,0.0428
yqeK,-1,151,AGA,remaining AGR,1.1115,1.0934,1.0934,1.0964,0.1425,6.3292,0.6434,6.3292
yqeK,-1,361,AGG,remaining AGR,0.9611,0.9818,1.0074,1.008,0.0661,0.0358,0.4065,0.0488
yqeK,-1,415,AGA,remaining AGR,1.0038,0.9943,1.0226,0.9981,1.0,0.7985,0.0501,1.0
ygeG,1,124,AGA,remaining AGR,1.0668,1.1392,1.1339,1.0655,1.0,0.3715,1.9422,0.9537
ygeH,1,217,AGA,remaining AGR,1.2071,1.0387,1.1734,1.0387,0.822,0.4001,1.6585,0.4185
ygeH,1,526,AGA,remaining AGR,0.9968,0.9397,1.0062,0.9105,0.5827,0.5827,1.178,0.5827
ygeH,1,556,AGA,remaining AGR,1.2179,1.0566,1.1761,1.1149,1.0,0.8353,2.3516,1.4334
ygeH,1,724,AGA,remaining AGR,0.9661,1.003,1.2159,1.0143,0.4001,0.1549,0.9047,0.2313
ygeH,1,826,AGG,remaining AGR,0.764,0.8625,0.852,0.9553,0.2213,3.8991,0.7985,7.5909
ygeH,1,847,AGA,remaining AGR,0.9684,1.1301,0.9955,0.9544,1.0266,0.6079,2.6843,0.6652
ygeH,1,1132,AGG,remaining AGR,0.8571,0.8534,0.9943,0.9029,2.4352,0.5033,0.4905,0.4806
ygeH,1,1174,AGG,remaining AGR,1.124,1.124,1.1972,1.2592,1.0,1.0,1.0,1.0
ygeH,1,1210,AGA,remaining AGR,1.0258,1.0919,1.1623,1.0177,0.8527,0.8527,3.3707,0.8151
ygeH,1,1213,AGA,remaining AGR,1.1244,1.0513,1.1836,1.2457,0.6262,0.3131,0.7985,0.3173
ygeH,1,1360,AGA,remaining AGR,1.025,1.0643,1.0303,1.0037,1.0345,0.6187,0.023,0.6392
xdhA,1,142,AGA,remaining AGR,0.9642,0.9811,1.0944,0.9925,0.8048,0.7126,0.0456,0.8817
ygeV,-1,64,AGA,remaining AGR,0.9357,0.9475,0.9205,0.9299,1.4994,0.5827,0.0375,1.4334
ygeV,-1,622,AGA,remaining AGR,0.9913,0.9913,1.0122,0.9936,0.9408,0.5827,2.3516,0.6376
ygeV,-1,955,AGA,remaining AGR,0.9932,0.9771,0.9785,0.9185,1.2005,0.8353,4.0355,1.6406
hyuA,1,1114,AGG,remaining AGR,0.9639,0.9639,1.0,1.0512,93.7073,112.4297,2.1299,112.4297
hyuA,1,1279,AGA,remaining AGR,1.0562,1.121,1.0819,1.0789,1.046,0.5663,2.6214,0.6196
yqeA,1,280,AGA,remaining AGR,1.0662,1.0868,1.0372,1.0,1.046,0.2263,0.9112,0.2699
yqeC,-1,139,AGG,remaining AGR,0.9509,0.9071,0.9931,0.9046,64.2978,44.8574,35.8186,64.2978
yqeC,-1,757,AGA,remaining AGR,0.9286,0.9286,0.9286,0.9286,1.0942,1.0942,0.033,1.0942
mocA,1,46,AGA,remaining AGR,1.0,0.9882,1.0742,0.9896,14.0696,14.8837,1.095,18.7133
mocA,1,331,AGA,remaining AGR,1.0811,0.9786,1.1153,1.1049,1.9955,0.7913,3.9462,1.0541
mocA,1,562,AGG,remaining AGR,1.0142,1.0261,1.0,0.9621,0.4065,0.4065,0.5326,0.4065
ygfK,1,1267,AGA,remaining AGR,1.0147,1.0097,1.0265,1.0537,0.6602,0.5973,1.381,0.4681
ygfK,1,1711,AGA,remaining AGR,1.0212,1.0212,1.0212,1.0212,0.1892,0.1638,0.6495,0.1638
ssnA,1,1282,AGA,remaining AGR,0.9847,1.0044,1.0109,1.0284,1.3072,0.5062,3.5921,0.93
ygfS,-1,430,AGA,remaining AGR,1.001,1.0203,1.0071,0.9922,1.046,0.3226,1.4243,0.2943
ygfS,-1,439,AGG,remaining AGR,0.9609,0.9609,1.0214,0.9609,1.8573,1.8573,0.4452,1.8573
ygfT,-1,274,AGA,remaining AGR,1.0058,1.0668,0.9899,1.0334,0.2856,0.5197,1.4314,0.4548
ygfT,-1,778,AGG,remaining AGR,1.1069,0.9689,1.084,0.9758,24.4876,16.9125,16.4634,19.2352
uacT,1,1390,AGG,remaining AGR,0.9415,0.9457,0.9617,1.0467,0.1545,0.1474,0.7985,0.0823
idi,1,514,AGA,remaining AGR,1.0356,1.0594,1.1426,1.0913,1.046,0.7389,1.2731,0.7064
cptA,-1,403,AGA,remaining AGR,1.0,0.9896,0.9878,1.0191,0.7985,0.5827,5.5299,0.6334
bglA,1,1111,AGG,remaining AGR,0.9957,1.1014,1.0092,1.0636,0.0053,0.0053,0.0429,0.0053
ubiI,-1,220,AGG,remaining AGR,1.111,1.0797,1.0924,1.0838,1.4973,0.1019,1.2341,0.1717
ubiH,-1,823,AGA,remaining AGR,1.0,1.0478,1.0182,1.0116,0.9842,0.5827,1.3674,0.6376
zapA,1,70,AGG,remaining AGR,1.1886,1.2502,1.1668,1.2031,4.4156,1.7951,5.2865,2.945
zapA,1,136,AGA,remaining AGR,0.9953,1.1004,1.0255,1.0211,1.046,0.0705,1.0634,0.1606
fau,1,271,AGG,remaining AGR,1.0041,1.006,1.1648,1.0256,63.9971,70.1131,53.5215,70.1131
scpA,1,1228,AGA,remaining AGR,1.0,1.0214,1.0232,1.017,1.046,0.2279,0.4948,0.2339
scpC,1,130,AGA,remaining AGR,0.9144,0.9176,1.0046,0.9857,1.046,0.1622,0.0655,0.0478
ygfI,-1,793,AGG,remaining AGR,0.9887,0.9828,0.9858,0.9828,0.4653,0.4653,0.4867,0.4653
ygfI,-1,829,AGA,remaining AGR,1.0105,0.9789,1.0144,0.972,0.8737,0.5663,6.4341,0.4876
yggE,-1,337,AGA,remaining AGR,1.0,0.9916,0.9642,0.9551,0.3178,0.3478,0.8737,0.7039
argO,-1,322,AGA,remaining AGR,1.0212,1.0197,1.1065,1.006,0.7595,0.6755,3.9074,0.7391
argO,-1,598,AGA,remaining AGR,1.0,1.0018,1.0265,1.0506,0.7214,1.3398,4.517,1.3086
epd,-1,1015,AGG,remaining AGR,0.9843,1.0302,1.0457,1.0153,0.349,0.1682,0.957,0.2726
speA,-1,331,AGG,remaining AGR,0.9858,1.0457,1.0252,1.0245,0.9008,0.1913,0.6895,0.2378
yqgC,1,31,AGA,AGR in first 30,0.9341,0.9698,0.9866,1.0265,4.3759,106.588,5.2866,106.588
yqgC,1,64,AGA,remaining AGR,0.96,0.9984,1.0703,0.9979,1.3703,1.0,0.1888,1.9642
yqgC,1,73,AGA,remaining AGR,0.8937,1.0206,0.9277,0.8929,0.4595,0.2646,2.1244,0.3542
yqgF,1,223,AGA,remaining AGR,0.9327,0.9066,1.0339,0.9656,1.046,0.3779,0.5918,0.3953
yggR,-1,97,AGA,remaining AGR,1.0635,1.0724,1.0724,1.0635,0.4753,0.4753,0.4753,0.4753
yggS,1,523,AGG,remaining AGR,0.9511,0.9418,1.0439,0.9946,0.4101,0.3131,0.7985,0.3336
yggW,1,880,AGG,remaining AGR,1.0223,1.0583,1.0364,1.0907,0.207,0.1729,1.0,0.2265
yghD,-1,352,AGG,remaining AGR,0.9775,0.9775,1.0909,0.9775,0.8774,0.6538,0.7809,0.3785
pppA,-1,730,AGA,remaining AGR,1.0509,1.1661,1.1024,1.081,1.046,0.2463,0.4948,0.1279
sslE,-1,3391,AGA,remaining AGR,0.9589,0.9506,0.958,0.892,1.0,0.8737,0.0111,1.0942
glcC,1,328,AGG,remaining AGR,1.0804,1.1232,1.0804,1.0896,0.0753,0.0206,0.4252,0.0338
yghQ,-1,925,AGA,remaining AGR,0.981,1.0067,0.9845,0.9671,1.046,23.5922,1.4156,23.5922
yghR,-1,331,AGA,remaining AGR,1.0534,1.0534,1.0534,1.0534,1.0,0.7634,0.6042,0.9176
yghR,-1,673,AGA,remaining AGR,0.9972,1.0085,0.9925,1.0095,1.046,0.2059,0.4522,0.1978
yghS,-1,121,AGA,remaining AGR,1.0,0.9863,0.9914,0.9863,1.0,1.0,0.6915,1.0
yghS,-1,463,AGG,remaining AGR,1.0262,1.0232,1.0488,1.0727,0.1118,0.0262,0.3106,0.0513
yghT,1,112,AGA,remaining AGR,1.0492,1.041,1.0283,1.0492,0.956,0.1815,0.9718,0.1757
yghT,1,553,AGG,remaining AGR,0.9754,0.9754,0.9671,0.9292,0.1514,0.1514,0.2974,0.4075
yqhC,-1,931,AGA,remaining AGR,1.0,1.0154,1.0057,0.9692,0.8737,0.5326,0.8353,0.5827
dkgA,1,202,AGA,remaining AGR,0.9698,0.9508,1.0547,1.1149,2.166,0.7135,1.6353,0.5917
yqhG,1,913,AGA,remaining AGR,1.0205,1.0515,1.1377,1.0059,0.9842,0.2967,2.0546,0.6376
yqhH,1,187,AGA,remaining AGR,0.9863,1.0073,1.0452,0.9717,1.046,0.1404,1.1635,0.1246
ftsP,-1,1252,AGA,remaining AGR,1.0,1.0138,1.1022,1.0163,0.7665,0.4254,0.4978,0.3553
plsC,-1,352,AGA,remaining AGR,1.0014,1.0388,1.0877,0.9912,0.956,0.3611,6.4341,0.6196
ygiS,-1,985,AGA,remaining AGR,1.0519,1.0337,1.122,1.0389,0.1616,0.1838,0.04,0.1838
mqsR,-1,214,AGA,remaining AGR,1.0268,1.0411,1.0554,1.0268,0.6914,0.3239,1.2911,0.6362
qseB,1,331,AGG,remaining AGR,0.951,0.9552,0.9909,0.9787,2.5731,2.5731,1.0942,2.5731
qseC,1,34,AGG,remaining AGR,0.9505,0.9505,0.9505,0.9505,0.5603,0.8215,208.6913,0.5603
qseC,1,223,AGA,remaining AGR,1.0229,1.0229,1.0459,1.1604,0.83,0.4889,1.7202,0.4263
qseC,1,286,AGA,remaining AGR,0.9539,0.9527,0.9563,0.9527,0.2836,0.2836,0.2836,0.2836
qseC,1,1156,AGG,remaining AGR,1.0149,0.9761,1.0067,0.9892,0.215,0.0006,0.1322,0.0358
ygiZ,-1,220,AGA,remaining AGR,1.0409,1.0168,1.0079,0.9949,0.4579,0.2478,1.5684,0.2595
